"parcel","owner_name","property_address","city","state","postal_code","signal_type","distress_stage","amount","event_date","case_number","record_url","notes"
"","","","","AZ","","grant_opportunity","funding_open","","2026-02-17T23:08:05.2926947Z","","http://www.hud.gov/program_offices/spm/gmomgmt/grantsinfo","grant/funding opportunity watch link"
"","","","","AZ","","grant_opportunity","funding_open","","2026-02-17T23:08:05.2930724Z","","https://www.hud.gov/hud-partners/grants","grant/funding opportunity watch link"
