"parcel","owner_name","property_address","city","state","postal_code","signal_type","distress_stage","amount","event_date","case_number","record_url","notes"
"","","","","AZ","","grant_opportunity","funding_open","","2026-02-17T23:19:55.9579022Z","","https://www.sba.gov/es/programas-de-financiamiento/subvenciones","grant/funding opportunity watch link"
"","","","","AZ","","grant_opportunity","funding_open","","2026-02-17T23:19:55.9580000Z","","https://www.sba.gov/funding-programs/grants","grant/funding opportunity watch link"
