"parcel","owner_name","property_address","city","state","postal_code","signal_type","distress_stage","amount","event_date","case_number","record_url","notes"
"","EDA","","","AZ","","grant_opportunity","funding_open","","2026-02-17T23:08:39.8783546Z","EDA-001","https://www.eda.gov/funding","EDA funding and competitions page."
