"parcel","owner_name","property_address","city","state","postal_code","signal_type","distress_stage","amount","event_date","case_number","record_url","notes"
"","Maricopa County","","Maricopa County","AZ","","procurement_opportunity","funding_open","","2026-02-17T23:08:39.8783546Z","MCO-PROCURE-001","https://www.maricopa.gov/3624/Bids","Maricopa County bids and solicitations."
