"parcel","owner_name","property_address","city","state","postal_code","signal_type","distress_stage","amount","event_date","case_number","record_url","notes"
"","Arizona Department of Administration","","Arizona","AZ","","government_auction_opportunity","auction_scheduled","","2026-02-17T20:07:06.4649460Z","AZ-SURPLUS-001","https://doa.az.gov/surplus-property","State surplus property landing page."
"","Arizona Surplus Listings","","Arizona","AZ","","government_auction_opportunity","auction_scheduled","","2026-02-17T20:07:06.4649460Z","AZ-SURPLUS-002","https://www.publicsurplus.com/sms/arizona,az/list/current?orgid=226","Public surplus listing feed."
